City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,San Policarpo,PH,2021-04-08 00:54:36,12.1791,125.5072,80.92,73,100,6.4
381,Mirabad,AF,2021-04-08 00:54:36,30.4362,61.8383,68.83,16,3,7.61
382,Svetlyy,RU,2021-04-08 00:54:37,54.675,20.1347,34.0,100,75,11.18
383,Kholm,RU,2021-04-08 00:54:37,59.2667,32.85,31.59,93,100,5.01
384,Lompoc,US,2021-04-08 00:54:37,34.6391,-120.4579,62.6,55,48,16.11
385,Carrick-On-Suir,IE,2021-04-08 00:54:38,52.3492,-7.4131,42.01,87,53,5.08
386,Iwanai,JP,2021-04-08 00:54:38,42.9744,140.5089,36.9,40,100,13.78
387,Saint-Francois,FR,2021-04-08 00:54:39,46.4154,3.9054,27.0,86,0,5.75
388,Pisco,PE,2021-04-08 00:54:39,-13.7,-76.2167,71.01,78,0,19.57
389,Mpongwe,ZM,2021-04-08 00:54:40,-13.5091,28.155,56.73,83,14,5.66
390,Kyra,RU,2021-04-08 00:54:40,49.5776,111.9753,43.77,40,13,2.98
391,Show Low,US,2021-04-08 00:54:27,34.2542,-110.0298,66.2,5,1,6.64
392,Almaznyy,RU,2021-04-08 00:54:40,48.0448,40.045,50.0,93,75,13.42
393,Pesochnoye,RU,2021-04-08 00:54:41,58.006,39.1772,32.88,98,100,10.29
394,Yenagoa,NG,2021-04-08 00:54:41,4.9247,6.2642,78.55,92,100,4.27
395,Atar,MR,2021-04-08 00:54:41,20.5169,-13.0499,78.89,19,0,7.72
396,Ust-Shonosha,RU,2021-04-08 00:54:42,61.1531,41.343,34.27,94,100,10.11
397,Aksu,CN,2021-04-08 00:54:42,41.1231,80.2644,49.51,66,100,3.65
398,Goure,NE,2021-04-08 00:54:43,13.9835,10.2704,79.45,13,78,6.6
399,Sarangani,PH,2021-04-08 00:54:43,5.4033,125.4636,82.58,73,18,5.5
400,Meulaboh,ID,2021-04-08 00:54:43,4.1363,96.1285,77.29,86,59,3.56
401,Odweyne,SO,2021-04-08 00:54:44,9.4092,45.064,66.7,42,4,4.05
402,Baraganul,RO,2021-04-08 00:54:44,44.8,27.5167,36.34,89,99,7.09
403,Bulle,CH,2021-04-08 00:54:44,46.6195,7.0567,28.4,74,6,2.3
404,Calvia,ES,2021-04-08 00:54:45,39.5657,2.5062,42.01,50,5,1.99
405,Ichinohe,JP,2021-04-08 00:54:45,40.2069,141.3017,43.79,36,40,13.76
406,Coahuayana,MX,2021-04-08 00:54:46,18.7333,-103.6833,80.6,47,1,11.5
407,Lingao,CN,2021-04-08 00:54:46,19.9103,109.6859,78.91,71,5,7.18
408,Lasa,IT,2021-04-08 00:54:47,46.6166,10.7002,27.0,86,40,2.3
409,Penzance,GB,2021-04-08 00:54:47,50.1186,-5.5371,42.01,81,90,2.3
410,Ibra,OM,2021-04-08 00:54:47,22.6906,58.5334,70.2,37,0,2.59
411,Palu,ID,2021-04-08 00:54:35,-0.8917,119.8707,85.55,69,98,0.36
412,Carora,VE,2021-04-08 00:54:48,10.1755,-70.0827,80.58,66,91,8.61
413,Atikokan,CA,2021-04-08 00:54:48,48.7555,-91.6216,42.67,86,100,12.53
414,Kasongo-Lunda,CD,2021-04-08 00:54:49,-6.4667,16.8167,67.84,96,96,1.07
415,Humboldt,US,2021-04-08 00:51:23,40.6665,-123.9178,52.0,87,90,11.5
416,Charyshskoye,RU,2021-04-08 00:54:49,51.3978,83.5598,33.85,96,69,2.06
417,Leshukonskoye,RU,2021-04-08 00:54:49,64.8989,45.7622,35.33,90,89,8.7
418,Sechenovo,RU,2021-04-08 00:54:50,55.2244,45.8906,36.05,94,100,19.66
419,Carman,CA,2021-04-08 00:54:50,49.4992,-98.0016,60.8,23,100,10.36
420,Yabrud,SY,2021-04-08 00:54:50,33.9674,36.6574,57.0,58,0,1.99
421,Iquique,CL,2021-04-08 00:51:22,-20.2208,-70.1431,68.0,73,90,10.36
422,Gornopravdinsk,RU,2021-04-08 00:54:51,60.05,69.9,32.36,91,100,3.47
423,Vakhtan,RU,2021-04-08 00:54:51,57.9659,46.6889,33.96,97,100,12.73
424,Kamariotissa,GR,2021-04-08 00:54:52,40.4833,25.4667,59.0,88,20,33.53
425,Pospelikha,RU,2021-04-08 00:54:52,51.95,81.7667,32.18,94,38,5.12
426,Zaysan,KZ,2021-04-08 00:54:53,47.4667,84.8667,44.73,67,12,4.12
427,Guntakal,IN,2021-04-08 00:54:53,15.1667,77.3833,80.26,45,39,7.34
428,Tura,IN,2021-04-08 00:54:54,25.5198,90.2201,72.43,67,0,6.98
429,Impfondo,CG,2021-04-08 00:54:54,1.6381,18.0667,74.08,82,100,4.52
430,West Odessa,US,2021-04-08 00:54:54,31.8424,-102.4988,80.6,4,1,11.5
431,Namatanai,PG,2021-04-08 00:54:55,-3.6667,152.4333,78.71,88,100,10.58
432,Leningradskiy,RU,2021-04-08 00:54:55,69.3833,178.4167,-5.71,90,76,9.48
433,Muzaffarabad,PK,2021-04-08 00:54:56,34.37,73.4711,52.84,65,0,7.27
434,Hongjiang,CN,2021-04-08 00:54:56,27.11,109.9956,54.07,92,100,3.58
435,Vostok,RU,2021-04-08 00:54:56,46.4856,135.8833,21.99,52,100,6.26
436,Svetlogorsk,BY,2021-04-08 00:54:57,52.6333,29.7333,29.19,80,4,8.01
437,Bilibino,RU,2021-04-08 00:54:57,68.0546,166.4372,0.27,77,40,2.01
438,Anyang,CN,2021-04-08 00:54:58,36.0994,114.3289,58.77,38,0,7.23
439,Sheffield,GB,2021-04-08 00:51:04,53.383,-1.4659,39.2,75,14,8.05
440,Oussouye,SN,2021-04-08 00:54:58,12.485,-16.5469,75.2,94,0,2.3
441,Stornoway,GB,2021-04-08 00:54:58,58.2093,-6.3865,44.01,93,90,19.57
442,Oster,UA,2021-04-08 00:54:59,50.9506,30.8823,33.01,100,55,10.63
443,Morristown,US,2021-04-08 00:50:16,36.214,-83.2949,69.8,52,1,1.54
444,Sobolevo,RU,2021-04-08 00:54:59,54.4299,31.8996,30.43,90,100,9.13
445,Casino,AU,2021-04-08 00:55:00,-28.8667,153.05,71.6,83,90,10.36
446,Channel-Port Aux Basques,CA,2021-04-08 00:55:00,47.5702,-59.1367,41.65,94,95,10.54
447,Launceston,AU,2021-04-08 00:55:00,-41.45,147.1667,66.99,63,40,18.41
448,Douentza,ML,2021-04-08 00:55:01,14.9951,-2.9517,82.36,10,99,6.2
449,Virginia Beach,US,2021-04-08 00:50:03,36.8529,-75.978,61.0,55,20,8.05
450,Sa Kaeo,TH,2021-04-08 00:55:01,13.75,102.3333,81.91,74,20,6.71
451,Ortona,IT,2021-04-08 00:55:02,42.3496,14.4039,39.0,87,5,8.05
452,Andenes,NO,2021-04-08 00:55:02,69.3143,16.1194,28.99,93,75,13.8
453,Kishtwar,IN,2021-04-08 00:55:03,33.3167,75.7667,41.49,75,2,6.04
454,Carta,RO,2021-04-08 00:55:03,46.5333,25.75,7.57,95,9,0.69
455,Kieta,PG,2021-04-08 00:55:03,-6.2167,155.6333,78.6,90,100,10.38
456,Sinnamary,GF,2021-04-08 00:55:04,5.3833,-52.95,74.59,91,99,3.02
457,Severnyy,RU,2021-04-08 00:55:04,50.677,36.5532,35.6,87,75,13.42
458,Algarrobo,CO,2021-04-08 00:55:04,10.1869,-74.5753,81.0,80,94,3.65
459,Marsabit,KE,2021-04-08 00:55:05,2.3284,37.9899,67.28,72,100,13.04
460,Mount Gambier,AU,2021-04-08 00:55:05,-37.8333,140.7667,66.2,59,100,12.66
461,Diego De Almagro,CL,2021-04-08 00:55:06,-26.3667,-70.05,66.09,54,100,0.74
462,Mitchell,US,2021-04-08 00:54:28,43.7094,-98.0298,44.6,87,90,17.27
463,Peski,RU,2021-04-08 00:55:06,55.2163,38.7626,37.4,100,90,4.47
464,Sisimiut,GL,2021-04-08 00:55:06,66.9395,-53.6735,28.38,63,100,14.34
465,Dickson,US,2021-04-08 00:55:07,36.077,-87.3878,73.4,46,100,8.05
466,Kayes,ML,2021-04-08 00:55:07,14.0,-11.0,90.75,8,0,3.06
467,Sioux Lookout,CA,2021-04-08 00:55:07,50.1001,-91.917,48.2,49,90,6.91
468,Kintampo,GH,2021-04-08 00:55:08,8.0563,-1.7306,82.78,52,23,7.34
469,San Andres,CO,2021-04-08 00:55:08,12.5847,-81.7006,82.4,78,75,11.5
470,Raudeberg,NO,2021-04-08 00:55:09,61.9875,5.1352,32.0,85,100,7.81
471,Buluang,PH,2021-04-08 00:55:09,13.3068,123.3425,83.26,64,81,4.92
472,Ambulu,ID,2021-04-08 00:55:09,-8.345,113.6058,81.19,75,67,1.66
473,Port Hedland,AU,2021-04-08 00:55:10,-20.3167,118.5667,86.0,66,6,8.05
474,Giddalur,IN,2021-04-08 00:55:10,15.35,78.9167,75.54,53,4,3.51
475,Pafos,CY,2021-04-08 00:55:10,34.7667,32.4167,57.2,88,90,5.75
476,Taoudenni,ML,2021-04-08 00:55:11,22.6783,-3.9836,82.42,15,0,10.16
477,Lyubashivka,UA,2021-04-08 00:55:11,47.8372,30.2598,30.92,77,6,8.57
478,Lata,PT,2021-04-08 00:55:11,40.1629,-8.3327,55.99,85,38,1.01
479,Akdepe,TM,2021-04-08 00:55:12,42.0551,59.3788,55.4,71,100,4.61
480,Beloha,MG,2021-04-08 00:55:12,-25.1667,45.05,70.2,87,0,11.77
481,Nantucket,US,2021-04-08 00:55:12,41.2835,-70.0995,43.0,93,20,10.36
482,Faleula,WS,2021-04-08 00:55:13,-13.7946,-171.8313,89.6,70,40,3.44
483,Cabral,DO,2021-04-08 00:55:13,18.25,-71.2167,76.48,83,100,6.91
484,Huanren,CN,2021-04-08 00:55:13,41.2647,125.3667,48.36,21,0,7.78
485,Mama,RU,2021-04-08 00:55:14,58.3106,112.8986,37.69,98,100,5.08
486,Chongoyape,PE,2021-04-08 00:55:13,-6.6406,-79.3892,71.6,78,75,16.11
487,Naze,JP,2021-04-08 00:55:14,28.3667,129.4833,71.6,53,75,10.36
488,Podolinec,SK,2021-04-08 00:55:15,49.2587,20.536,25.0,80,0,10.36
489,Itarema,BR,2021-04-08 00:55:15,-2.9248,-39.9167,80.58,81,93,14.45
490,Boksitogorsk,RU,2021-04-08 00:55:16,59.474,33.8485,32.0,91,100,4.0
491,Haines Junction,CA,2021-04-08 00:55:16,60.7522,-137.5108,23.0,20,51,4.61
492,Ha Giang,VN,2021-04-08 00:55:16,22.8333,104.9833,75.67,83,37,0.98
493,Abha,SA,2021-04-08 00:55:17,18.2164,42.5053,62.6,59,0,3.8
494,Qeshm,IR,2021-04-08 00:55:17,26.9581,56.2719,68.0,88,4,4.61
495,Hay River,CA,2021-04-08 00:55:18,60.8156,-115.7999,21.2,93,100,13.8
496,Harper,LR,2021-04-08 00:55:18,4.375,-7.7169,79.72,86,64,4.09
497,Kaitangata,NZ,2021-04-08 00:55:18,-46.2817,169.8464,64.0,61,8,7.0
498,Aloleng,PH,2021-04-08 00:55:19,16.1307,119.7824,82.65,66,9,4.23
499,Lac Du Bonnet,CA,2021-04-08 00:55:19,50.2536,-96.0612,50.0,76,100,3.0
500,Canico,PT,2021-04-08 00:55:20,32.6333,-16.85,62.6,77,40,2.3
501,Dasoguz,TM,2021-04-08 00:55:20,41.8363,59.9666,50.0,71,51,4.61
502,Haimen,CN,2021-04-08 00:55:20,23.1935,116.6142,66.2,59,75,4.47
503,Teguise,ES,2021-04-08 00:55:21,29.0605,-13.564,62.6,72,0,5.75
504,Okhotsk,RU,2021-04-08 00:55:21,59.3833,143.3,20.23,81,100,5.41
505,Mackay,AU,2021-04-08 00:55:22,-21.15,149.2,84.0,74,96,9.22
506,Les Escoumins,CA,2021-04-08 00:55:22,48.1111,-69.0236,44.6,87,54,4.61
507,Batsfjord,NO,2021-04-08 00:55:22,70.6345,29.7185,21.2,86,0,5.75
508,Yinchuan,CN,2021-04-08 00:55:23,38.4681,106.2731,51.01,39,100,3.36
509,Egvekinot,RU,2021-04-08 00:55:23,66.3167,-179.1667,-1.91,78,6,2.53
510,Lazaro Cardenas,MX,2021-04-08 00:55:24,17.9583,-102.2,78.39,60,0,9.57
511,Bilma,NE,2021-04-08 00:55:24,18.6853,12.9164,82.56,6,79,5.48
512,Turayf,SA,2021-04-08 00:55:24,31.6725,38.6637,60.8,36,0,11.5
513,Kloulklubed,PW,2021-04-08 00:53:00,7.0419,134.2556,84.2,79,75,3.44
514,Monkey Hill,KN,2021-04-08 00:55:25,17.3167,-62.7167,77.0,83,100,11.5
515,Lipari,IT,2021-04-08 00:55:25,38.4674,14.954,54.0,77,16,13.0
516,Geraldton,AU,2021-04-08 00:55:25,-28.7667,114.6,71.6,73,40,14.97
517,Hurghada,EG,2021-04-08 00:55:26,27.2574,33.8129,73.4,23,0,9.22
518,Brockville,CA,2021-04-08 00:52:15,44.5834,-75.6826,55.99,71,1,4.61
519,Manado,ID,2021-04-08 00:55:26,1.487,124.8455,86.0,70,20,1.14
520,Kizilskoye,RU,2021-04-08 00:55:27,52.7255,58.8937,29.39,94,33,6.76
521,Barcelos,PT,2021-04-08 00:55:27,41.5388,-8.6151,57.0,88,0,8.05
522,San Cosme Y Damian,PY,2021-04-08 00:55:27,-27.3167,-56.35,78.8,69,0,3.44
523,Sanlucar La Mayor,ES,2021-04-08 00:55:28,37.3871,-6.2011,62.01,85,74,2.82
524,Kuching,MY,2021-04-08 00:50:59,1.55,110.3333,80.6,89,20,1.14
525,Olbia,IT,2021-04-08 00:55:28,40.9214,9.4856,35.6,75,0,4.61
526,Visby,SE,2021-04-08 00:55:29,57.6409,18.296,28.4,100,75,4.63
527,Ruteng,ID,2021-04-08 00:55:29,-8.6136,120.4721,71.06,72,69,0.43
528,Te Anau,NZ,2021-04-08 00:55:29,-45.4167,167.7167,62.71,48,1,2.44
529,Novonukutskiy,RU,2021-04-08 00:55:30,53.7002,102.7117,35.89,98,100,8.12
530,Vila Velha,BR,2021-04-08 00:52:37,-20.3297,-40.2925,75.99,94,75,6.91
531,Amahai,ID,2021-04-08 00:55:30,-3.3333,128.9167,85.06,66,91,0.25
532,Dawei,MM,2021-04-08 00:52:06,14.0833,98.2,79.66,78,100,1.83
533,Sao Jose Da Coroa Grande,BR,2021-04-08 00:55:31,-8.8978,-35.1478,78.6,77,100,7.94
534,Hashimoto,JP,2021-04-08 00:55:31,34.3167,135.6167,57.2,71,0,6.91
535,Ahwa,IN,2021-04-08 00:55:31,20.75,73.6833,73.31,41,0,2.55
536,Kachug,RU,2021-04-08 00:55:32,53.9606,105.8817,34.21,82,61,2.35
537,Mariakani,KE,2021-04-08 00:55:32,-3.8633,39.4736,73.49,94,26,5.73
538,Tongchuan,CN,2021-04-08 00:55:33,35.0806,109.0897,55.65,53,53,6.26
539,Viedma,AR,2021-04-08 00:55:33,-40.8135,-62.9967,64.96,65,100,7.14
540,Ardakan,IR,2021-04-08 00:55:33,32.31,54.0175,60.8,21,0,2.3
541,Tabou,CI,2021-04-08 00:55:34,4.423,-7.3528,79.52,88,60,5.44
542,Dubbo,AU,2021-04-08 00:55:34,-32.25,148.6167,73.4,60,3,12.66
543,Rembang,ID,2021-04-08 00:55:35,-6.707,111.3498,81.55,82,100,6.76
544,Aripuana,BR,2021-04-08 00:55:35,-9.1667,-60.6333,74.17,95,100,0.38
545,Dourbali,TD,2021-04-08 00:55:35,11.8091,15.8632,84.76,14,83,9.46
546,Casper,US,2021-04-08 00:55:36,42.8666,-106.3131,55.4,30,90,9.22
547,Uvalde,US,2021-04-08 00:55:36,29.3669,-99.767,91.0,13,1,5.75
548,Gbadolite,CD,2021-04-08 00:55:36,4.2833,21.0167,75.87,74,100,4.41
549,Chulym,RU,2021-04-08 00:55:37,55.0997,80.9572,31.28,95,100,9.01
550,Ayorou,NE,2021-04-08 00:55:37,14.7308,0.9174,83.86,6,24,10.94
551,Mweka,CD,2021-04-08 00:55:38,-4.85,21.5667,67.1,96,100,2.04
552,Butere,KE,2021-04-08 00:55:38,0.2064,34.4935,61.93,84,97,4.21
553,San Jeronimo,PE,2021-04-08 00:55:39,-11.9472,-75.2829,49.12,83,100,4.16
554,Barcelona,ES,2021-04-08 00:54:56,41.3888,2.159,51.01,71,75,5.75
555,Dauphin,CA,2021-04-08 00:55:39,51.1494,-100.0502,62.6,25,1,17.27
556,Doha,QA,2021-04-08 00:53:01,25.2867,51.5333,73.4,38,0,3.44
557,Lourdes,FR,2021-04-08 00:55:40,43.1,-0.05,32.0,74,0,2.3
558,Namibe,AO,2021-04-08 00:55:40,-15.1961,12.1522,78.55,82,70,6.67
559,Deder,ET,2021-04-08 00:55:41,9.3167,41.45,56.55,25,6,0.54
560,Ginda,IN,2021-04-08 00:55:41,30.6945,78.4932,49.82,34,0,10.22
561,Puerto Escondido,MX,2021-04-08 00:55:41,15.85,-97.0667,84.2,79,1,10.36
562,Saurimo,AO,2021-04-08 00:51:01,-9.6608,20.3916,62.73,98,83,2.8
563,Vezirkopru,TR,2021-04-08 00:55:42,41.1436,35.4547,42.8,81,0,2.3
564,Panguna,PG,2021-04-08 00:55:42,-6.3164,155.4848,71.65,94,100,3.6
565,Gimbi,ET,2021-04-08 00:55:43,9.1667,35.8333,58.91,47,19,3.67
566,Port Blair,IN,2021-04-08 00:55:43,11.6667,92.75,81.66,71,43,0.92
567,Loa Janan,ID,2021-04-08 00:55:43,-0.583,117.095,81.63,78,85,2.42
568,Puerto Ayacucho,VE,2021-04-08 00:55:44,5.6639,-67.6236,77.86,83,90,4.07
569,Mahibadhoo,MV,2021-04-08 00:55:44,3.7833,72.9667,81.86,73,11,7.56
570,Rudnogorsk,RU,2021-04-08 00:55:45,57.2639,103.7519,31.75,99,100,5.03
571,Plettenberg Bay,ZA,2021-04-08 00:55:45,-34.0527,23.3716,61.3,90,6,1.66
